#Covars covariate phase for each covs 
# fracbelow2 # largeZoop_integrated # temp_bottom5m # temp_surface5m # largeZoop_integrated_Fall # largeZoop_integrated_Spring # largeZoop_integrated_Summer # largeZoop_integrated_Winter#simulations 
#  mnhind #  miroc_ssp126 #  miroc_ssp585 #  gfdl_ssp126 #  gfdl_ssp585 #  cesm_ssp126 #  cesm_ssp585
#nspp2 : number of species 
3
#nyrs_fut : number years for the projection data 
78
#num_runs : number of future temperature simulations + mnhind 
7
#nfut_yrs : number years for the projection data 
78
#fut_yrs : projection years for covariates vector(1,nyrs_fut)
2022 2023 2024 2025 2026 2027 2028 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040 2041 2042 2043 2044 2045 2046 2047 2048 2049 2050 2051 2052 2053 2054 2055 2056 2057 2058 2059 2060 2061 2062 2063 2064 2065 2066 2067 2068 2069 2070 2071 2072 2073 2074 2075 2076 2077 2078 2079 2080 2081 2082 2083 2084 2085 2086 2087 2088 2089 2090 2091 2092 2093 2094 2095 2096 2097 2098 2099
#ncov_fut : number of covariates 
8
###########################################################
#  | mn_Hind
#  | miroc_ssp126
#  | miroc_ssp585
#  | gfdl_ssp126
#  | gfdl_ssp585
#  | cesm_ssp126
#  | cesm_ssp585
###########################################################
#Scaled_covlist ########################################################## 
#  fracbelow2 : NA
1.884017 -0.1037038 -0.6780326 0.4789163 2.366044 0.252076 1.631234 1.350586 1.439657 1.973298 1.786365 1.181987 0.05760072 0.203537 2.038518 3.164051 3.096184 1.244109 2.154958 0.5665034 1.720452 2.428513 2.732057 1.719812 0.8869529 -0.003126259 1.072267 3.138971 2.38598 1.181591 0.916225 1.227692 1.62406 2.151398 1.182619 1.250677 1.98587 2.661514 1.855332 3.821996 1.952108 1.805415 2.649201 3.640671 3.001504 4.475267 4.225922 2.887608 5.172046 2.967576 2.131363 4.214715 4.376895 5.018399 3.132978 4.187294 4.427908 4.586913 3.505798 3.607165 3.546813 4.331803 4.025957 4.386723 4.98814 5.103446 4.680677 5.145789 4.756013 5.471008 5.50499 4.865335 4.878916 4.048004 4.242793 2.195071 3.645007 6.117217
2.106141 1.368813 0.8840299 1.298394 2.267988 0.2011938 0.8717726 0.5167923 0.3270582 1.856681 1.33123 0.3089948 0.3016327 -0.6702901 0.1864691 1.251657 1.401845 1.021998 1.417797 1.758513 1.702724 0.9351628 1.864518 2.531746 2.975722 2.610758 2.557515 2.117705 2.380867 2.984176 0.1768099 -0.3745366 0.7461601 0.4637608 0.5726509 1.849885 3.019003 3.647287 2.199572 1.218474 1.076097 2.396357 1.055955 1.559137 2.246017 2.478192 2.512363 2.368086 2.198045 2.585597 1.52942 0.6284156 1.449771 0.9825037 2.251152 2.343212 2.774276 2.489409 2.726067 3.34798 3.125777 3.307582 2.180835 2.672638 1.868657 3.414561 3.25094 3.003409 1.971891 3.059094 2.874272 3.5992 3.859707 3.790832 3.939764 3.237715 3.593329 2.506349
0.9152795 0.6326054 0.9489631 1.122299 1.482798 1.736747 1.41317 0.7761743 0.05322037 0.5857303 1.372008 1.392249 -0.2362848 0.221355 2.238792 1.718637 2.253725 1.502114 2.905195 2.323188 2.354644 2.175661 1.830168 2.302052 2.781787 1.749182 1.187928 1.469326 2.74889 1.94932 2.968663 3.251863 3.643387 3.005443 3.518149 3.251327 2.892413 3.229871 3.899569 3.853078 2.959043 3.322869 2.958083 2.085701 2.792451 2.873597 3.490076 3.423668 3.625768 4.135536 4.138706 3.126296 4.04659 3.427972 4.639646 3.283021 2.192518 3.484013 4.662602 4.307834 4.603065 3.679349 4.035971 4.7179 5.496482 4.960172 4.67514 4.049818 5.315727 6.29495 5.502088 6.032805 4.859811 5.816966 5.701815 5.035105 5.556568 4.937407
#  largeZoop_integrated_Fall : Total On-shelf  large zooplankton concentration,  integrated over depth (NCa, Eup)
-0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321 -0.06986321
2.919498 -0.02075685 2.229125 -3.591293 -0.5772949 -2.277619 -3.28284 1.230366 0.9018665 -3.239197 5.496621 6.954597 4.841079 -3.072413 1.007278 8.155733 -0.4198162 -2.478086 -3.110059 5.696133 4.970104 7.831831 6.138258 -0.2386024 0.9613528 5.198243 7.455435 11.69097 4.133296 12.39097 1.177786 4.683816 0.1404221 3.660703 2.515904 -0.9051178 -7.366874 -9.307503 -9.734455 -7.028239 -11.68726 -7.492444 -3.342036 -0.2125341 -6.062528 -7.558197 -5.492546 -5.804884 -2.629597 -3.931579 -4.275784 0.6715427 -4.087329 -5.749717 -2.108851 -2.782857 -2.364521 -6.482022 -3.979 -3.953112 -3.446213 -3.561706 -4.3809 -0.1197459 -0.7106564 -0.4829584 -3.93691 -0.3253155 -2.259419 -2.993706 -1.544371 -0.1452521 1.022206 3.72891 -1.614583 -4.535305 -1.119401 3.242068
-7.863144 -8.255665 -2.071165 -4.112672 -5.15946 -3.953562 -4.987105 0.8789213 -5.770079 -0.1378905 0.05127286 0.6851775 5.260401 -1.947477 0.2694081 -1.269241 -4.423482 -6.814365 -5.780505 -3.902061 2.463967 -4.115691 -4.256127 -5.379142 3.192973 5.45496 -0.5700129 -7.915356 -6.774743 -5.034079 -6.372125 -6.589371 -4.859049 -3.548652 -0.7190735 -4.23591 -10.77942 -0.38679 -3.274791 -3.459833 -2.619894 -7.063477 -9.352933 -8.307367 -7.027947 -4.770938 -3.731315 -11.33505 -10.1412 -9.71397 -4.91252 -8.27048 -8.304685 -8.12576 -6.496898 -8.363255 -11.8508 -11.42459 -11.15344 -9.232355 -8.539429 -14.17582 -9.951713 -10.52188 -8.140656 -10.21002 -11.39133 -11.67015 -9.665066 -14.24198 -12.43395 -12.09152 -12.75033 -14.73231 -14.08562 -13.94402 -13.50865 -14.0834
-1.490079 4.193889 1.303142 0.08045271 -1.525075 -1.356745 0.7323476 -5.146364 -5.61909 -6.955811 0.7370793 -4.192545 -5.831773 -2.89407 -5.819799 -4.613234 -2.944128 -3.608699 -6.053773 -7.522181 -6.234577 -5.768095 -4.253774 -7.68563 -6.951924 -10.37844 -7.901537 -6.121318 -6.562108 -7.484721 -6.885177 -8.13998 -9.544787 -9.554849 -8.175202 -6.307338 -8.692602 -6.61919 -6.041498 -5.441388 -2.020842 -4.50179 -5.32839 -8.703144 -3.091209 -2.322433 -3.738815 -5.820475 -6.72054 -5.247554 -2.837342 -3.04429 -7.78083 -8.828624 -1.637324 -0.7018847 1.451225 0.2826142 -6.418142 -5.882202 -6.143371 -11.93682 -8.278153 -3.979213 -6.732156 -5.271637 -8.329321 -2.345497 -10.80957 -6.907538 -6.383822 -7.377616 -3.752625 -8.831931 -10.0449 -9.522063 -11.98068 -11.96072
-2.32378 1.420441 2.433566 -0.570885 3.229472 0.4786408 -3.345121 -2.401006 -2.930517 -8.253928 -7.314519 -8.816416 -6.737196 -4.393564 -5.065974 -6.554199 -2.551678 -3.32759 -7.007633 -5.789977 -6.792616 -8.104366 -10.544 -7.257111 -6.217769 -1.167948 0.2534192 6.632581 2.38181 1.509604 2.391343 1.187295 -0.1655835 -3.659385 -2.313354 -2.749522 -4.495121 -4.935872 -1.731222 -5.721094 -4.786035 -1.595981 -5.905594 -5.875621 -6.495548 -8.209854 -9.396508 -8.028002 -10.09251 -4.327362 -6.30663 -9.696462 -10.13476 -11.61495 -9.961399 -9.259888 -10.99278 -11.19558 -11.99901 -10.42341 -7.980042 -10.10024 -11.04288 -11.22146 -14.5657 -12.10157 -11.51784 -11.44285 -12.45646 -13.3036 -12.01591 -9.843422 -10.09251 -8.927206 -9.567297 -7.285396 -8.655104 -11.41153
-6.338146 -3.134407 -0.425902 -2.504754 -7.619669 -0.4025032 -2.978782 -0.4422772 -1.02128 -5.791879 -0.1934461 -3.808695 2.899417 4.53176 -0.6354393 -0.7034522 -1.109534 -2.439709 -4.305551 1.549615 -2.130383 4.840609 -6.655219 -0.5349417 -5.8009 -0.5912466 0.855155 -6.540309 -5.81738 -2.541079 -1.926547 1.197212 -4.090393 1.797405 2.581296 -8.481906 -5.191433 -6.571994 -8.199296 -9.95117 -5.913504 -6.601153 -3.931684 -2.064087 -6.780143 -2.585316 -8.052781 0.2415598 -5.135606 -3.897721 -3.461256 1.269436 -7.777398 -5.99325 -3.66152 1.732208 -5.164022 -7.546748 -9.720378 -8.603403 -7.325089 -6.974016 -9.841844 -6.31041 -3.631396 -7.731099 -6.637224 -9.348442 -6.987686 -6.465474 -7.81562 -6.834735 -5.64573 -8.818153 -10.31409 -12.56481 -9.94556 -7.781062
-7.367009 1.371279 -3.144821 0.1366513 -2.921489 -1.538745 3.139426 -2.980277 -1.696746 -3.800185 1.99467 5.682911 -0.04205777 6.749673 -6.787332 -6.91635 -4.205798 -7.950339 -7.012419 -2.261324 -9.332108 -7.583941 -2.560879 -0.3623762 -6.217971 -4.280913 -3.959278 -5.199872 -1.444803 1.121492 -4.348587 -4.777525 -8.052882 -3.433593 -7.889017 -5.29041 -3.673481 -5.153319 -9.984318 -10.07355 -7.657718 -10.30619 -5.292081 -5.867433 -6.064022 -0.6586674 -9.861949 -11.6925 -7.294027 -8.838783 -9.425287 -9.301704 -6.615441 -2.447399 -9.029003 -5.848249 -4.855129 -9.449888 -12.87824 -10.47181 -8.426308 -10.43774 -9.644705 -13.20796 -12.38238 -5.498827 -8.561722 -9.493123 -8.08987 -9.657191 -8.753232 -9.732282 -9.808942 -11.12716 -11.5122 -11.2854 -12.63354 -9.240766
#  largeZoop_integrated_Spring : Total On-shelf  large zooplankton concentration,  integrated over depth (NCa, Eup)
7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403 7.773403
1.000893 0.9994773 3.577872 1.915655 3.977818 6.898784 3.983328 5.15631 -1.100889 2.928149 -4.749088 3.900251 1.417793 -0.2086858 3.981231 1.096303 3.278544 0.4101579 -4.61575 -7.568608 1.426481 2.817211 3.057015 -0.6537613 -0.5396485 4.67983 -1.556766 3.136164 4.817331 2.254482 3.302445 -0.6644546 0.05247395 2.774543 0.6843217 0.4489344 2.133391 4.252728 4.50629 1.645199 2.406984 1.390673 0.125843 -6.80071 4.625627 2.742487 -0.2539939 6.186901 4.575014 2.999576 -1.453407 1.658514 2.444098 4.880201 3.031607 1.127919 1.994462 2.581044 3.893459 3.103781 4.622033 -0.6567292 0.02351214 0.1085277 6.745392 4.994853 1.630808 0.7162524 4.170134 5.753588 0.3118916 -0.1441814 3.904846 0.322448 -3.13348 2.410472 2.514976 -1.742838
5.373256 4.217297 2.461 3.970746 -1.73872 4.198747 5.744201 0.9709683 4.320233 2.401357 5.711807 1.218928 -3.488124 3.759403 -0.1884043 0.948472 8.625754 3.42746 1.513167 5.311913 4.618643 5.928971 1.278833 1.655024 -6.268894 2.826795 1.561002 2.195383 7.352425 1.734935 4.908888 8.489173 1.009796 -0.9325384 -0.8347279 2.96278 0.3631586 3.497954 3.791891 3.262092 3.580683 0.2557508 4.042718 4.170924 4.629618 3.477469 -1.333633 2.96492 4.023214 3.723837 3.166215 3.445532 4.922253 4.095468 4.427615 6.654983 2.82058 2.272918 4.798619 4.88463 1.787155 1.187259 2.518959 3.822606 6.303531 1.868479 5.337075 4.737058 1.653129 1.688821 4.089985 4.153818 3.863888 1.159215 1.549655 2.907597 2.12563 0.8271561
-10.45477 -16.15288 -8.823767 -0.7271403 10.14478 1.198073 4.341127 -1.970722 4.024832 5.736195 -1.513886 2.10233 -3.679031 1.105959 0.8277965 3.021996 3.123215 -0.3477021 2.686865 9.46363 2.5603 2.284449 2.321313 4.189852 0.9006762 0.9748118 1.772991 1.916776 -4.42388 -0.5205528 7.458363 2.058281 3.622253 3.563442 3.955396 -3.13445 2.243456 5.126352 -0.02684227 5.813326 -2.727408 -1.437927 0.8683166 2.963752 2.334965 2.104362 0.1392023 3.422913 4.244967 -0.3524575 5.776088 -1.400318 3.210435 5.230208 1.034912 0.8180168 -6.224882 -2.51644 4.86057 4.015712 1.349042 -0.3606862 -0.03195561 -0.4940542 3.791132 3.865387 3.928162 -0.3425345 1.34258 -2.448212 6.988705 7.031624 -1.061781 4.179341 2.68044 6.814204 3.343417 5.655662
-0.5150204 -9.211785 -2.697413 2.973954 7.792702 -7.120305 8.278201 1.467449 -0.2981921 2.589878 -2.402167 -0.9580328 -8.140135 -2.973284 8.288482 9.12335 7.415466 -0.3891832 1.575261 -2.861041 -1.077025 7.322548 4.249864 0.7484089 0.3974959 -3.319937 4.031888 6.329167 -1.745024 -2.109029 2.387116 4.345683 4.460268 0.2272987 -3.25683 2.72308 5.764245 2.550695 -0.585409 5.47277 -2.898617 3.543561 3.302983 3.835385 2.933979 2.249489 -0.3201731 1.572328 6.465009 2.55708 -0.9669917 6.165005 2.79593 6.13137 4.1602 5.583766 3.170131 4.83125 3.251888 4.435755 0.2676993 8.318168 1.430719 1.90402 4.740114 5.580154 3.691497 6.016304 6.379542 5.856392 8.53211 5.250861 0.5691753 1.714029 1.929169 3.04081 6.835368 6.249708
4.14668 -2.194634 6.390652 7.847278 -3.21892 1.148701 2.712361 -1.576552 3.139615 3.775945 1.035937 1.185149 2.435506 -1.695915 1.444673 1.3054 5.633404 7.728015 6.242805 1.800553 3.503503 1.47929 -1.219472 2.075149 4.246456 6.193154 8.454048 4.826582 -1.693724 2.46933 -1.9199 -1.074019 3.890078 1.228253 1.204902 5.57571 7.56835 3.868973 3.613604 -1.668894 0.3409961 2.040214 3.681501 2.602031 6.731274 0.7581527 6.070168 5.120212 0.6341582 6.056964 2.963491 1.2125 6.046814 0.1482466 4.621651 4.685231 -0.4686073 1.611471 6.778784 4.749093 3.302142 1.344584 1.70991 -0.3609069 5.484163 7.999466 7.804333 0.9921413 -1.581322 -1.477947 8.572856 4.603999 11.0782 3.966537 -1.350378 1.245352 6.438391 8.315554
-1.872024 0.5704696 1.804031 3.082352 6.096803 5.678397 2.746473 1.439774 2.493431 4.302193 -0.1584028 -0.6326584 -0.1278519 3.852412 6.164094 2.486243 1.248188 8.350169 2.053923 4.679893 -1.553763 5.783701 3.513185 4.52079 -0.3073287 0.6589812 2.220412 3.320141 1.056424 3.014669 12.41773 1.299412 0.7702104 2.38056 5.292224 5.562226 7.612094 1.883447 3.749457 3.530786 1.751803 -0.3916906 1.104913 2.185308 2.322371 3.994009 2.261704 1.793914 5.181827 0.1106693 5.545732 0.1569498 6.73026 4.023159 3.502846 -0.8445246 2.724836 1.970002 2.442927 4.419786 1.114133 0.01863686 6.088527 6.305577 -0.07968553 1.549426 3.775131 3.770983 4.954287 0.8341904 5.610922 7.955755 5.632165 2.066083 2.488981 5.68818 7.566994 6.582198
#  largeZoop_integrated_Summer : Total On-shelf  large zooplankton concentration,  integrated over depth (NCa, Eup)
-0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955 -0.6512955
2.47766 1.859919 -4.757668 -4.838222 -2.902633 -1.976389 -5.226158 -5.550724 0.06939164 0.7952844 4.841473 -2.082933 -0.7729939 1.814692 1.854474 0.3007749 -2.15299 1.847842 6.015202 6.18257 -0.5853916 -1.056214 1.702336 -3.084761 1.470568 -4.970196 2.549747 2.43107 -1.943376 2.841297 1.068924 3.955702 0.9607046 -1.839032 -2.059785 -2.999049 -9.268472 -10.3909 -7.053064 -10.03121 -10.87734 -7.762309 -7.164866 1.007088 -1.992475 -8.701826 -3.870449 -1.84089 -1.119526 -4.125837 1.996708 -3.535726 -1.347221 -8.535761 1.626357 -1.088127 -6.25049 -8.396922 -3.326847 -2.566019 -7.0034 -4.606828 -0.1656201 1.104638 -3.541005 -2.414634 0.567511 5.852848 -5.247576 -5.259982 0.7978227 3.637374 -2.19116 0.4952488 0.01503092 -6.883981 -4.015266 2.281755
-8.428957 -6.296819 -3.06133 -7.821933 2.146406 -8.364394 -1.35061 -0.9286853 -6.005454 -2.445298 -3.590259 3.019638 3.883724 -1.764665 0.7888412 -0.01678702 -8.696576 -5.751302 1.379397 0.2344926 -1.111015 -3.768467 -1.614385 -3.888508 4.647258 -1.862066 -5.747374 -7.836435 -4.950602 -1.362955 -8.535872 -7.212292 2.672687 0.6498325 1.672762 -7.76447 -5.585822 -3.427729 -7.921914 -6.812187 -3.782143 -9.917493 -7.612056 -13.60743 -6.05975 -3.554217 -3.378228 -17.36782 -7.497948 -10.86203 -5.083959 -10.71807 -8.945685 -11.96898 -8.625186 -9.352671 -16.31796 -13.57989 -15.68587 -13.89617 -17.66974 -21.66714 -8.320801 -8.477481 -13.41839 -9.325178 -13.03233 -14.23677 -9.931201 -14.92403 -16.81925 -16.69736 -13.34433 -21.54309 -19.52043 -20.02484 -19.18445 -23.47442
4.930997 18.00276 2.55459 1.459975 -3.833558 1.157694 6.291336 1.98391 -5.680171 -7.926231 2.60668 -5.463066 1.579959 1.829113 -3.331308 -4.489582 -2.702871 3.586011 -0.2258387 -13.48429 -11.8206 -3.412542 2.581556 -6.158231 -3.051135 -9.157068 -6.247591 -7.321558 -0.3868923 0.689446 -10.67822 -11.91352 -9.119526 -7.701665 -6.542384 2.429862 -9.071226 -5.546267 2.113178 -9.351713 3.988244 -2.644089 -4.157249 -6.55881 -4.72556 0.7739143 2.659328 -8.714887 -9.58461 -1.393825 -5.152021 2.202171 -2.308157 -13.09883 2.879888 -4.6914 7.835906 6.573881 -7.466022 -6.435732 -11.04648 -12.1721 -5.308928 0.5387292 -10.70043 -3.834788 -6.863375 -2.284974 -9.196581 3.40825 -9.389034 -10.2671 -3.348101 -6.223329 -8.861064 -12.65425 -13.72551 -13.53514
-6.041531 8.307396 5.813428 -2.069357 -5.405456 11.53944 -1.427053 -2.493019 -2.48718 -6.653632 -4.186955 -5.089649 2.551566 4.16597 -16.24319 -7.98741 -6.371316 0.007444391 -5.704723 4.729656 -1.353217 -5.857729 -11.01378 -6.534411 -5.738853 3.726492 -11.33206 -2.323178 3.638518 5.4952 1.66059 0.07677496 0.5857575 -1.172138 7.910547 -0.4480871 -0.01215595 -7.066528 -0.5796468 -9.748668 2.947581 -0.3065054 -8.159181 -8.698176 -5.194578 -11.00882 -6.499105 -10.67271 -22.82517 -5.764344 -4.367569 -10.13067 -6.97422 -15.92098 -8.182358 -11.1677 -11.93645 -17.86738 -15.27455 -14.88573 -7.711458 -12.46977 -10.37078 -13.77705 -24.24031 -22.94616 -15.00002 -14.58759 -15.23476 -18.65237 -19.15244 -13.78829 -10.70382 -8.484741 -11.27404 -5.317207 -12.20103 -17.90756
-11.65215 -4.639761 -8.73962 -9.218886 -14.14721 3.077442 -3.83182 -0.7944122 3.507986 -10.42079 -7.350003 -2.359389 3.499694 8.262692 -0.5184947 -5.954376 -8.443668 -2.421928 -5.841839 -9.140327 -7.082858 -2.172004 -9.714914 -7.164238 -9.419062 -13.74392 -11.46455 -12.77039 -6.641482 -12.95711 2.029933 6.59826 -1.341332 0.005959159 3.973122 -6.212907 -10.47278 -15.15932 -12.72465 -4.771613 -7.26265 -8.695321 -7.581564 -7.081115 -10.63086 -7.881297 -6.768993 -6.679861 -9.978006 -11.55581 -4.451541 0.7904663 -2.651656 2.771756 -9.988955 -6.600391 -12.23923 -13.19502 -15.95296 -18.09361 -13.03354 -14.4224 -11.96306 -10.93495 -7.81146 -11.35689 -4.835698 -11.77357 -11.70007 -15.09967 -7.742638 -14.17658 -9.052416 -14.72089 -16.26828 -19.06722 -15.2752 -6.850268
-2.872786 0.4233975 -6.67242 -10.51233 -10.93258 -5.353351 -4.34885 -6.863258 -2.728324 -2.954935 -5.874384 -1.975529 6.869488 2.011925 -9.407871 -8.194133 -3.780105 -4.013476 -9.856184 -8.041834 -10.06319 -9.761493 -5.594116 -12.37529 -9.27231 -2.317645 -3.53355 -1.11494 -9.624056 0.159233 -11.10109 -19.13253 -19.40983 -11.50217 -14.57303 -9.706893 -11.54242 -12.60989 -17.03529 -13.11883 -10.93011 -13.91069 -11.7075 -8.289057 -12.46838 -9.279618 -10.05377 -13.17616 -14.06834 -19.1598 -14.46257 -8.43125 -10.06989 -8.592195 -18.94527 -8.429084 -7.619729 -12.74979 -13.56481 -18.87547 -19.34234 -15.16058 -17.11575 -17.93193 -24.09293 -18.85854 -17.06311 -14.26411 -16.68795 -23.08191 -27.14975 -18.95025 -18.35246 -24.22169 -19.76786 -18.34629 -13.98077 -10.27863
#  largeZoop_integrated_Winter : Total On-shelf  large zooplankton concentration,  integrated over depth (NCa, Eup)
0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687 0.8687
0.3069882 0.8166723 0.2041438 0.9883173 -0.7003487 0.2206738 -0.02543026 0.9247777 0.925208 0.07050199 -0.4955087 1.839002 2.387464 -0.7775426 0.7068595 1.088471 1.298583 0.2714877 -0.6376114 -1.001566 -0.4608177 1.82544 1.369566 3.674545 1.342862 1.348211 1.597721 6.835142 2.437737 2.774368 2.661502 0.5181477 1.438268 -0.4980741 -0.1869328 0.05958764 2.052023 0.7215981 -0.6188435 -0.818364 -0.03955954 0.01574869 -1.220786 -1.201473 0.2673509 -0.104392 -1.240461 0.7115659 -0.06280511 -0.001345586 -1.239639 -0.6149544 -0.0140714 0.04480594 -0.8212303 -0.7590534 0.5864576 -0.5982372 -0.6574075 -0.5733709 0.8055155 -0.3486345 0.009916403 -1.304273 1.053323 -0.1888086 0.7822638 -0.8609643 0.7440307 0.2703068 0.1032164 -0.298852 1.169262 0.412286 3.233035 0.6951505 -0.3173867 -0.6040536
1.428407 -0.2174909 -0.9579239 -0.1924602 -1.22832 -0.03846928 -1.007672 -0.6982239 -0.3397127 -1.017701 0.5082178 1.961414 -0.6673758 -0.2008086 0.2511289 0.0458144 2.003511 -0.01864823 -0.6596506 0.536667 0.3330255 -0.2471585 -0.8013002 -0.2363825 -1.254726 0.3308456 0.1963558 1.935146 1.895833 -0.7274228 0.9995951 -0.01563466 -1.331645 -0.9779817 -1.138456 -0.6237066 -1.051241 -1.135899 0.3965335 -0.7582548 -0.2007555 0.04791182 -0.4718061 0.9682193 0.007878517 1.115234 -0.5719074 2.317677 0.8199119 -0.523635 -0.2237629 -0.6882405 -0.2800029 0.2579481 0.5848954 0.6887222 1.463436 0.3536158 0.6516418 1.960336 0.004524679 2.526636 -0.3410044 0.8628238 1.028512 0.4318566 1.781687 0.8695005 -0.8648852 -0.8119168 0.9074567 0.4328484 1.019887 0.657855 0.7202406 3.284849 2.351008 3.062509
-0.9008841 -0.9264176 -0.04749343 -0.4013972 0.2727698 -0.9176908 -0.8537788 -0.03931808 -0.8775384 -1.031246 -1.03719 -0.5790477 -0.8960432 -1.090057 -0.7920849 -0.8523577 -0.527159 -0.7710383 -0.7137746 -0.3611026 -1.273334 -0.8592467 -1.050874 -1.116966 -1.068146 -1.139968 -1.148654 -1.07657 -1.121977 -1.199977 -1.005095 -1.091934 -1.194793 -1.175145 -1.183821 -1.293248 -0.8343321 -1.000208 -1.029022 -0.5982681 -0.9961397 -1.137484 -0.7709159 -1.053803 -0.5661818 -0.6791007 -1.085262 -0.8939397 -0.9815889 -0.8422035 -0.4413875 -0.8376853 -0.9883612 -0.8968617 -1.205034 -0.7131044 -0.2803217 -0.9542368 -0.6443666 -1.117443 -1.076651 -1.112283 -1.270079 -1.229941 -0.1834647 -0.4513247 -1.007916 -1.251934 -0.8295568 -1.161308 -1.087568 -0.8107945 -1.035286 -0.7047541 -1.195284 -0.8171797 -1.29373 -1.027226
-0.6956154 -0.9465074 -0.50887 0.942963 1.019039 -1.014383 -0.4705451 -1.016168 -1.17893 -1.111376 -1.339016 -1.247679 -1.324207 -1.060017 -0.1295032 0.650604 -1.001591 -1.21583 -0.8119198 -1.36919 -1.186465 -0.8545945 -1.114168 -1.187785 -1.144822 -0.7043832 0.3387184 0.8090091 -0.1124201 -0.07400144 -0.7552142 -0.6421153 -0.9839425 -1.017435 -0.968361 -0.4614733 -0.8340208 -0.7298201 -1.056576 -0.3822656 -1.010677 -1.009538 -0.1440119 -0.7538977 -0.7896504 -0.9363417 -1.174277 -1.086229 -0.7607436 -0.8893734 -1.133304 -0.8605847 -1.006024 -0.9843041 -1.202297 -1.165429 -0.8929836 -0.9444463 -1.010792 -0.9648048 -1.192232 -0.9437841 -1.259189 -1.118424 -0.8184628 -0.9595333 -0.9505514 -1.122848 -0.9203538 -1.066621 -0.7610043 -1.129156 -1.294627 -1.292591 -1.070438 -1.223495 -0.2131737 -0.7331324
