model,ens,exp,postprocess,table,varn,period,mean
GISS-E2-R-CC,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,1.81
GISS-E2-R,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,1.73
GISS-E2-R,r1i1p2,rcp45,global_mean,Amon,tas,2071-2080,1.71
GISS-E2-R,r1i1p3,rcp45,global_mean,Amon,tas,2071-2080,2.26
GISS-E2-R,r2i1p1,rcp45,global_mean,Amon,tas,2071-2080,1.79
GISS-E2-R,r2i1p2,rcp45,global_mean,Amon,tas,2071-2080,1.84
GISS-E2-R,r2i1p3,rcp45,global_mean,Amon,tas,2071-2080,2.30
GISS-E2-R,r3i1p1,rcp45,global_mean,Amon,tas,2071-2080,1.81
GISS-E2-R,r3i1p2,rcp45,global_mean,Amon,tas,2071-2080,1.76
GISS-E2-R,r3i1p3,rcp45,global_mean,Amon,tas,2071-2080,2.37
GISS-E2-R,r4i1p1,rcp45,global_mean,Amon,tas,2071-2080,1.93
GISS-E2-R,r4i1p2,rcp45,global_mean,Amon,tas,2071-2080,1.76
GISS-E2-R,r4i1p3,rcp45,global_mean,Amon,tas,2071-2080,2.31
GISS-E2-R,r5i1p1,rcp45,global_mean,Amon,tas,2071-2080,1.77
GISS-E2-R,r5i1p2,rcp45,global_mean,Amon,tas,2071-2080,1.74
GISS-E2-R,r5i1p3,rcp45,global_mean,Amon,tas,2071-2080,2.31
GISS-E2-R,r6i1p1,rcp45,global_mean,Amon,tas,2071-2080,1.83
GISS-E2-R,r6i1p3,rcp45,global_mean,Amon,tas,2071-2080,2.19
HadGEM2-AO,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.80
HadGEM2-CC,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.48
HadGEM2-ES,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,3.04
HadGEM2-ES,r2i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.75
HadGEM2-ES,r3i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.65
HadGEM2-ES,r4i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.88
IPSL-CM5A-LR,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,3.06
IPSL-CM5A-LR,r2i1p1,rcp45,global_mean,Amon,tas,2071-2080,3.03
IPSL-CM5A-LR,r3i1p1,rcp45,global_mean,Amon,tas,2071-2080,3.05
IPSL-CM5A-LR,r4i1p1,rcp45,global_mean,Amon,tas,2071-2080,3.08
IPSL-CM5A-MR,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,3.01
IPSL-CM5B-LR,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.44
MIROC5,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.06
MIROC5,r2i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.12
MIROC5,r3i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.16
MPI-ESM-LR,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.38
MPI-ESM-LR,r2i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.52
MPI-ESM-LR,r3i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.41
MPI-ESM-MR,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.40
MPI-ESM-MR,r2i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.52
MPI-ESM-MR,r3i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.41
MRI-CGCM3,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,1.87
NorESM1-ME,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.13
NorESM1-M,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.05
bcc-csm1-1-m,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.42
bcc-csm1-1,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,2.40
inmcm4,r1i1p1,rcp45,global_mean,Amon,tas,2071-2080,1.75
ACCESS1-0,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.79
ACCESS1-3,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.51
BNU-ESM,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.27
CCSM4,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.60
CCSM4,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.53
CCSM4,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.51
CCSM4,r4i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.65
CCSM4,r5i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.52
CCSM4,r6i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.60
CESM1-BGC,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.46
CESM1-CAM5,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.88
CESM1-CAM5,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.67
CESM1-CAM5,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.86
CMCC-CMS,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.67
CMCC-CM,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.69
CNRM-CM5,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.50
CSIRO-Mk3-6-0,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.68
CSIRO-Mk3-6-0,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.75
CSIRO-Mk3-6-0,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.77
CSIRO-Mk3-6-0,r4i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.69
CSIRO-Mk3-6-0,r5i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.65
CSIRO-Mk3-6-0,r6i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.81
CSIRO-Mk3-6-0,r7i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.72
CSIRO-Mk3-6-0,r8i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.54
CSIRO-Mk3-6-0,r9i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.58
CSIRO-Mk3-6-0,r10i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.82
CSIRO-Mk3L-1-2,r1i2p1,rcp45,global_mean,Amon,tas,2081-2090,1.98
CSIRO-Mk3L-1-2,r2i2p1,rcp45,global_mean,Amon,tas,2081-2090,1.92
CSIRO-Mk3L-1-2,r3i2p1,rcp45,global_mean,Amon,tas,2081-2090,1.99
CanESM2,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.13
CanESM2,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.12
CanESM2,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.06
CanESM2,r4i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.17
CanESM2,r5i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.06
EC-EARTH,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.64
EC-EARTH,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.67
EC-EARTH,r5i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.76
EC-EARTH,r6i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.61
EC-EARTH,r8i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.74
EC-EARTH,r9i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.55
EC-EARTH,r12i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.67
FGOALS-g2,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.88
FIO-ESM,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.85
FIO-ESM,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.83
FIO-ESM,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.85
GFDL-CM3,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.07
GFDL-CM3,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.14
GFDL-CM3,r5i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.01
GFDL-ESM2G,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.65
GFDL-ESM2M,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.80
GISS-E2-H-CC,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.36
GISS-E2-H,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.38
GISS-E2-H,r1i1p2,rcp45,global_mean,Amon,tas,2081-2090,2.31
GISS-E2-H,r1i1p3,rcp45,global_mean,Amon,tas,2081-2090,2.78
GISS-E2-H,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.29
GISS-E2-H,r2i1p2,rcp45,global_mean,Amon,tas,2081-2090,2.29
GISS-E2-H,r2i1p3,rcp45,global_mean,Amon,tas,2081-2090,2.93
GISS-E2-H,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.35
GISS-E2-H,r3i1p2,rcp45,global_mean,Amon,tas,2081-2090,2.29
GISS-E2-H,r3i1p3,rcp45,global_mean,Amon,tas,2081-2090,2.81
GISS-E2-H,r4i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.29
GISS-E2-H,r4i1p2,rcp45,global_mean,Amon,tas,2081-2090,2.27
GISS-E2-H,r4i1p3,rcp45,global_mean,Amon,tas,2081-2090,2.77
GISS-E2-H,r5i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.26
GISS-E2-H,r5i1p2,rcp45,global_mean,Amon,tas,2081-2090,2.21
GISS-E2-H,r5i1p3,rcp45,global_mean,Amon,tas,2081-2090,2.74
GISS-E2-H,r6i1p3,rcp45,global_mean,Amon,tas,2081-2090,2.85
GISS-E2-R-CC,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.87
GISS-E2-R,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.78
GISS-E2-R,r1i1p2,rcp45,global_mean,Amon,tas,2081-2090,1.91
GISS-E2-R,r1i1p3,rcp45,global_mean,Amon,tas,2081-2090,2.25
GISS-E2-R,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.84
GISS-E2-R,r2i1p2,rcp45,global_mean,Amon,tas,2081-2090,1.87
GISS-E2-R,r2i1p3,rcp45,global_mean,Amon,tas,2081-2090,2.33
GISS-E2-R,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.80
GISS-E2-R,r3i1p2,rcp45,global_mean,Amon,tas,2081-2090,1.78
GISS-E2-R,r3i1p3,rcp45,global_mean,Amon,tas,2081-2090,2.41
GISS-E2-R,r4i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.88
GISS-E2-R,r4i1p2,rcp45,global_mean,Amon,tas,2081-2090,1.81
GISS-E2-R,r4i1p3,rcp45,global_mean,Amon,tas,2081-2090,2.41
GISS-E2-R,r5i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.91
GISS-E2-R,r5i1p2,rcp45,global_mean,Amon,tas,2081-2090,1.77
GISS-E2-R,r5i1p3,rcp45,global_mean,Amon,tas,2081-2090,2.41
GISS-E2-R,r6i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.84
GISS-E2-R,r6i1p3,rcp45,global_mean,Amon,tas,2081-2090,2.33
HadGEM2-AO,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.95
HadGEM2-CC,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.61
HadGEM2-ES,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.01
HadGEM2-ES,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.94
HadGEM2-ES,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.84
HadGEM2-ES,r4i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.91
IPSL-CM5A-LR,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.12
IPSL-CM5A-LR,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.14
IPSL-CM5A-LR,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.20
IPSL-CM5A-LR,r4i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.31
IPSL-CM5A-MR,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,3.09
IPSL-CM5B-LR,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.50
MIROC5,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.19
MIROC5,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.24
MIROC5,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.23
MPI-ESM-LR,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.49
MPI-ESM-LR,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.58
MPI-ESM-LR,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.61
MPI-ESM-MR,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.57
MPI-ESM-MR,r2i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.50
MPI-ESM-MR,r3i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.47
MRI-CGCM3,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.03
NorESM1-ME,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.22
NorESM1-M,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.10
bcc-csm1-1-m,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.46
bcc-csm1-1,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,2.59
inmcm4,r1i1p1,rcp45,global_mean,Amon,tas,2081-2090,1.83
ACCESS1-0,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.77
ACCESS1-3,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.59
BNU-ESM,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.23
CCSM4,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.67
CCSM4,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.70
CCSM4,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.61
CCSM4,r4i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.70
CCSM4,r5i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.63
CCSM4,r6i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.69
CESM1-BGC,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.49
CESM1-CAM5,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.92
CESM1-CAM5,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.87
CESM1-CAM5,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.87
CMCC-CMS,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.72
CMCC-CM,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.75
CNRM-CM5,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.59
CSIRO-Mk3-6-0,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.76
CSIRO-Mk3-6-0,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.74
CSIRO-Mk3-6-0,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.87
CSIRO-Mk3-6-0,r4i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.76
CSIRO-Mk3-6-0,r5i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.94
CSIRO-Mk3-6-0,r6i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.92
CSIRO-Mk3-6-0,r7i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.84
CSIRO-Mk3-6-0,r8i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.73
CSIRO-Mk3-6-0,r9i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.78
CSIRO-Mk3-6-0,r10i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.98
CSIRO-Mk3L-1-2,r1i2p1,rcp45,global_mean,Amon,tas,2091-2100,2.05
CSIRO-Mk3L-1-2,r2i2p1,rcp45,global_mean,Amon,tas,2091-2100,2.06
CSIRO-Mk3L-1-2,r3i2p1,rcp45,global_mean,Amon,tas,2091-2100,2.07
CanESM2,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.09
CanESM2,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.26
CanESM2,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.28
CanESM2,r4i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.18
CanESM2,r5i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.18
EC-EARTH,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.71
EC-EARTH,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.83
EC-EARTH,r5i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.80
EC-EARTH,r6i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.69
EC-EARTH,r8i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.84
EC-EARTH,r9i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.73
EC-EARTH,r12i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.73
FGOALS-g2,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.93
FIO-ESM,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.87
FIO-ESM,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.00
FIO-ESM,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.91
GFDL-CM3,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.24
GFDL-CM3,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.16
GFDL-CM3,r5i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.15
GFDL-ESM2G,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.63
GFDL-ESM2M,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.80
GISS-E2-H-CC,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.39
GISS-E2-H,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.41
GISS-E2-H,r1i1p2,rcp45,global_mean,Amon,tas,2091-2100,2.36
GISS-E2-H,r1i1p3,rcp45,global_mean,Amon,tas,2091-2100,2.85
GISS-E2-H,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.31
GISS-E2-H,r2i1p2,rcp45,global_mean,Amon,tas,2091-2100,2.36
GISS-E2-H,r2i1p3,rcp45,global_mean,Amon,tas,2091-2100,2.99
GISS-E2-H,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.38
GISS-E2-H,r3i1p2,rcp45,global_mean,Amon,tas,2091-2100,2.32
GISS-E2-H,r3i1p3,rcp45,global_mean,Amon,tas,2091-2100,2.90
GISS-E2-H,r4i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.30
GISS-E2-H,r4i1p2,rcp45,global_mean,Amon,tas,2091-2100,2.34
GISS-E2-H,r4i1p3,rcp45,global_mean,Amon,tas,2091-2100,2.85
GISS-E2-H,r5i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.26
GISS-E2-H,r5i1p2,rcp45,global_mean,Amon,tas,2091-2100,2.23
GISS-E2-H,r5i1p3,rcp45,global_mean,Amon,tas,2091-2100,2.72
GISS-E2-H,r6i1p3,rcp45,global_mean,Amon,tas,2091-2100,2.82
GISS-E2-R-CC,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.88
GISS-E2-R,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.84
GISS-E2-R,r1i1p2,rcp45,global_mean,Amon,tas,2091-2100,1.86
GISS-E2-R,r1i1p3,rcp45,global_mean,Amon,tas,2091-2100,2.35
GISS-E2-R,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.88
GISS-E2-R,r2i1p2,rcp45,global_mean,Amon,tas,2091-2100,1.95
GISS-E2-R,r2i1p3,rcp45,global_mean,Amon,tas,2091-2100,2.43
GISS-E2-R,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.92
GISS-E2-R,r3i1p2,rcp45,global_mean,Amon,tas,2091-2100,1.88
GISS-E2-R,r3i1p3,rcp45,global_mean,Amon,tas,2091-2100,2.49
GISS-E2-R,r4i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.90
GISS-E2-R,r4i1p2,rcp45,global_mean,Amon,tas,2091-2100,1.82
GISS-E2-R,r4i1p3,rcp45,global_mean,Amon,tas,2091-2100,2.37
GISS-E2-R,r5i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.99
GISS-E2-R,r5i1p2,rcp45,global_mean,Amon,tas,2091-2100,1.84
GISS-E2-R,r5i1p3,rcp45,global_mean,Amon,tas,2091-2100,2.45
GISS-E2-R,r6i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.88
GISS-E2-R,r6i1p3,rcp45,global_mean,Amon,tas,2091-2100,2.42
HadGEM2-AO,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.01
HadGEM2-CC,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.63
HadGEM2-ES,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.99
HadGEM2-ES,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.02
HadGEM2-ES,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.90
HadGEM2-ES,r4i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.00
IPSL-CM5A-LR,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.30
IPSL-CM5A-LR,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.20
IPSL-CM5A-LR,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.29
IPSL-CM5A-LR,r4i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.23
IPSL-CM5A-MR,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,3.14
IPSL-CM5B-LR,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.56
MIROC5,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.20
MIROC5,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.20
MIROC5,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.34
MPI-ESM-LR,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.52
MPI-ESM-LR,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.70
MPI-ESM-LR,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.62
MPI-ESM-MR,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.56
MPI-ESM-MR,r2i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.62
MPI-ESM-MR,r3i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.53
MRI-CGCM3,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.15
NorESM1-ME,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.24
NorESM1-M,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.26
bcc-csm1-1-m,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.50
bcc-csm1-1,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,2.47
inmcm4,r1i1p1,rcp45,global_mean,Amon,tas,2091-2100,1.83
CCSM4,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.76
CCSM4,r2i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.79
CCSM4,r3i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.70
CCSM4,r4i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.82
CCSM4,r5i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.70
CCSM4,r6i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.78
CESM1-CAM5,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.42
CESM1-CAM5,r2i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.32
CESM1-CAM5,r3i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.40
CSIRO-Mk3-6-0,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.05
CSIRO-Mk3-6-0,r2i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.13
CSIRO-Mk3-6-0,r3i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.15
CSIRO-Mk3-6-0,r4i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.15
CSIRO-Mk3-6-0,r5i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.16
CSIRO-Mk3-6-0,r6i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.24
CSIRO-Mk3-6-0,r7i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.28
CSIRO-Mk3-6-0,r8i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.17
CSIRO-Mk3-6-0,r9i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.27
CSIRO-Mk3-6-0,r10i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.44
FIO-ESM,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.47
FIO-ESM,r2i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.37
FIO-ESM,r3i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.44
GFDL-CM3,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.58
GFDL-ESM2G,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.06
GFDL-ESM2M,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.22
GISS-E2-H,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.62
GISS-E2-H,r1i1p2,rcp60,global_mean,Amon,tas,2021-2040,1.50
GISS-E2-H,r1i1p3,rcp60,global_mean,Amon,tas,2021-2040,1.68
GISS-E2-R,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.29
GISS-E2-R,r1i1p2,rcp60,global_mean,Amon,tas,2021-2040,1.17
GISS-E2-R,r1i1p3,rcp60,global_mean,Amon,tas,2021-2040,1.39
HadGEM2-AO,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.17
HadGEM2-ES,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.55
HadGEM2-ES,r2i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.45
HadGEM2-ES,r3i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.34
HadGEM2-ES,r4i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.54
IPSL-CM5A-LR,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.97
IPSL-CM5A-MR,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.75
MIROC5,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.10
MIROC5,r2i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.20
MIROC5,r3i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.33
MRI-CGCM3,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.02
NorESM1-ME,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.20
NorESM1-M,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.19
bcc-csm1-1-m,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.90
bcc-csm1-1,r1i1p1,rcp60,global_mean,Amon,tas,2021-2040,1.64
CCSM4,r1i1p1,rcp60,global_mean,Amon,tas,2041-2060,2.19
CCSM4,r2i1p1,rcp60,global_mean,Amon,tas,2041-2060,2.18
CCSM4,r3i1p1,rcp60,global_mean,Amon,tas,2041-2060,2.06
CCSM4,r4i1p1,rcp60,global_mean,Amon,tas,2041-2060,2.17
